Grupo;AnoMesContemplacao;QtdContemLance;MaiorLance;MenorLance;MediaLance;TipoBem;Indicador;NumeroAssembleia;PrazoGrupo;PrazoRestante;INCC;INCC2;GrupoParceiro
003085;202507;9;22,6195;22,6195;22,6195;Auto;;74;84;10;2020-03-24;;S
003085;202508;3;21,429;21,429;21,429;Auto;;74;84;10;2020-03-24;;S
003085;202509;12;21,6825;10;16,81525833;Auto;;74;84;10;2020-03-24;;S
003085;202510;2;19,048;18;18,524;Auto;;74;84;10;2020-03-24;;S
003085;202511;2;17,8575;8,1611;13,0093;Auto;;74;84;10;2020-03-24;;S
003085;202512;5;17,5204;3,364;14,17508;Auto;;74;84;10;2020-03-24;;S
003085;202602;6;20,5163;7,0435;14,1173;Auto;;74;84;10;2020-03-24;;S
003085;202603;1;13,0955;13,0955;13,0955;Auto;;74;84;10;2020-03-24;;S
003085;202604;2;11,905;11,9049;11,90495;Auto;;74;84;10;2020-03-24;;S
003086;202503;2;16,0057;12,9643;14,485;Auto;;74;84;10;2020-03-24;;S
003086;202506;1;13,0192;13,0192;13,0192;Auto;;74;84;10;2020-03-24;;S
003086;202507;1;30,8749;30,8749;30,8749;Auto;;74;84;10;2020-03-24;;S
003086;202508;4;21,429;7,9446;14,72325;Auto;;74;84;10;2020-03-24;;S
003086;202509;3;19,1312;4,5837;12,84113333;Auto;;74;84;10;2020-03-24;;S
003087;202503;2;21,7478;18,4;20,0739;Auto;;74;84;10;2020-03-24;;N
003087;202504;2;16,2478;16,2478;16,2478;Auto;;74;84;10;2020-03-24;;N
003087;202506;2;23,8086;22,1757;22,99215;Auto;;74;84;10;2020-03-24;;N
003087;202508;1;13,9491;13,9491;13,9491;Auto;;74;84;10;2020-03-24;;N
003087;202509;1;3,2078;3,2078;3,2078;Auto;;74;84;10;2020-03-24;;N
003087;202510;1;7,1524;7,1524;7,1524;Auto;;74;84;10;2020-03-24;;N
003087;202511;1;27,6511;27,6511;27,6511;Auto;;74;84;10;2020-03-24;;N
003088;202503;2;22,764;18,4;20,582;Auto;;74;84;10;2020-03-24;;S
003088;202504;4;17,264;7,07;13,519525;Auto;;74;84;10;2020-03-24;;S
003088;202505;4;11,2385;5,0732;7,92105;Auto;;74;84;10;2020-03-24;;S
003088;202506;4;19,0061;19,0061;19,0061;Auto;;74;84;10;2020-03-24;;S
003088;202507;1;22,6195;22,6195;22,6195;Auto;;74;84;10;2020-03-24;;S
003088;202508;3;29,7141;18,4809;22,2253;Auto;;74;84;10;2020-03-24;;S
003088;202509;1;4,1547;4,1547;4,1547;Auto;;74;84;10;2020-03-24;;S
003088;202510;1;20,4701;20,4701;20,4701;Auto;;74;84;10;2020-03-24;;S
003088;202511;1;27,6511;27,6511;27,6511;Auto;;74;84;10;2020-03-24;;S
003089;202503;3;25;21,1;23,07946667;Auto;;73;84;11;2020-04-13;;S
003089;202504;4;17,6384;5;11,430875;Auto;;73;84;11;2020-04-13;;S
003089;202505;3;24,4048;21,903;22,73693333;Auto;;73;84;11;2020-04-13;;S
003089;202506;6;30,6052;19,9048;21,87073333;Auto;;73;84;11;2020-04-13;;S
003089;202507;1;30,0674;30,0674;30,0674;Auto;;73;84;11;2020-04-13;;S
003089;202508;1;22,6195;22,6195;22,6195;Auto;;73;84;11;2020-04-13;;S
003089;202509;2;22,3418;21,429;21,8854;Auto;;73;84;11;2020-04-13;;S
003089;202602;1;8,775;8,775;8,775;Auto;;73;84;11;2020-04-13;;S
003090;202503;9;27,3815;27,3815;27,3815;Auto;;74;84;10;2020-03-24;;S
003090;202504;11;26,191;26,191;26,191;Auto;;74;84;10;2020-03-24;;S
003090;202505;11;25,0005;24,8426;24,97850909;Auto;;74;84;10;2020-03-24;;S
003090;202506;12;41,1579;23,81;25,25565833;Auto;;74;84;10;2020-03-24;;S
003090;202507;7;22,6195;22,6195;22,6195;Auto;;74;84;10;2020-03-24;;S
003090;202508;3;21,429;21,429;21,429;Auto;;74;84;10;2020-03-24;;S
003090;202509;12;27,2048;8,4446;17,276575;Auto;;74;84;10;2020-03-24;;S
003090;202510;3;19,048;11,776;16,62376667;Auto;;74;84;10;2020-03-24;;S
003090;202511;4;17,8575;10;15,87125;Auto;;74;84;10;2020-03-24;;S
003090;202512;2;16,667;16;16,3335;Auto;;74;84;10;2020-03-24;;S
003090;202602;3;14,286;14,286;14,286;Auto;;74;84;10;2020-03-24;;S
003090;202603;2;10,4223;3,5161;6,9692;Auto;;74;84;10;2020-03-24;;S
003091;202503;12;27,3815;25,1415;26,8648;Auto;;74;84;10;2020-03-24;;S
003091;202504;12;34,4066;26,1415;26,866125;Auto;;74;84;10;2020-03-24;;S
003091;202505;8;25,0005;25,0005;25,0005;Auto;;74;84;10;2020-03-24;;S
003091;202506;10;25,0492;23,81;24,03069;Auto;;74;84;10;2020-03-24;;S
003091;202507;7;26,0514;22,6195;23,10977143;Auto;;74;84;10;2020-03-24;;S
003091;202508;5;21,429;11,2647;19,39614;Auto;;74;84;10;2020-03-24;;S
003091;202509;11;27,4319;10;18,10008182;Auto;;74;84;10;2020-03-24;;S
003091;202510;4;20,0009;2,3;9,724625;Auto;;74;84;10;2020-03-24;;S
003091;202511;3;21,669;16,9815;18,83593333;Auto;;74;84;10;2020-03-24;;S
003091;202512;1;13,4733;13,4733;13,4733;Auto;;74;84;10;2020-03-24;;S
003091;202601;1;15;15;15;Auto;;74;84;10;2020-03-24;;S
003091;202602;3;17,4689;5,1139;12,2896;Auto;;74;84;10;2020-03-24;;S
003091;202604;1;2,0344;2,0344;2,0344;Auto;;74;84;10;2020-03-24;;S
003092;202503;8;27,3815;27,3815;27,3815;Auto;;74;84;10;2020-03-24;;S
003092;202504;9;26,191;26,191;26,191;Auto;;74;84;10;2020-03-24;;S
003092;202505;8;25,052;25,0005;25,0069375;Auto;;74;84;10;2020-03-24;;S
003092;202506;12;25,3057;23,5514;23,91309167;Auto;;74;84;10;2020-03-24;;S
003092;202507;6;22,6195;14,3505;19,87926667;Auto;;74;84;10;2020-03-24;;S
003092;202508;3;21,429;21,429;21,429;Auto;;74;84;10;2020-03-24;;S
003092;202509;9;20,2385;20,2385;20,2385;Auto;;74;84;10;2020-03-24;;S
003092;202510;4;20,001;17,7278;18,9562;Auto;;74;84;10;2020-03-24;;S
003092;202601;2;11,1445;11,1445;11,1445;Auto;;74;84;10;2020-03-24;;S
003092;202602;3;14,286;11,1445;12,19166667;Auto;;74;84;10;2020-03-24;;S
003092;202603;1;15,6686;15,6686;15,6686;Auto;;74;84;10;2020-03-24;;S
003095;202503;8;26,3192;25;25,631825;Auto;;74;84;10;2020-03-24;;S
003095;202504;10;26,191;26,191;26,191;Auto;;74;84;10;2020-03-24;;S
003095;202505;8;25,0005;25,0005;25,0005;Auto;;74;84;10;2020-03-24;;S
003095;202506;10;23,81;23,81;23,81;Auto;;74;84;10;2020-03-24;;S
003095;202507;9;24,2023;22,6195;22,79536667;Auto;;74;84;10;2020-03-24;;S
003095;202508;5;21,429;8,5255;17,2263;Auto;;74;84;10;2020-03-24;;S
003095;202509;9;24,1895;10;17,64262222;Auto;;74;84;10;2020-03-24;;S
003095;202510;7;21,6285;2,474;15,36785714;Auto;;74;84;10;2020-03-24;;S
003095;202512;1;16,667;16,667;16,667;Auto;;74;84;10;2020-03-24;;S
003095;202601;1;22,9861;22,9861;22,9861;Auto;;74;84;10;2020-03-24;;S
003095;202602;4;21,0916;14,286;15,9874;Auto;;74;84;10;2020-03-24;;S
003095;202603;1;2,509;2,509;2,509;Auto;;74;84;10;2020-03-24;;S
003096;202503;9;28,572;24,3951;25,84208889;Auto;;73;84;11;2020-04-13;;S
003096;202504;13;29,2252;26,8976;27,7669;Auto;;73;84;11;2020-04-13;;S
003096;202505;10;26,191;26,165;26,18837;Auto;;73;84;11;2020-04-13;;S
003096;202506;10;25,0005;25,0005;25,0005;Auto;;73;84;11;2020-04-13;;S
003096;202507;12;32,0641;23,81;24,49784167;Auto;;73;84;11;2020-04-13;;S
003096;202508;6;23,7507;5;19,87145;Auto;;73;84;11;2020-04-13;;S
003096;202509;12;21,429;3,7937;16,408975;Auto;;73;84;11;2020-04-13;;S
003096;202510;11;32,19;20,1723;21,74390909;Auto;;73;84;11;2020-04-13;;S
003096;202511;7;19,048;5;13,39717143;Auto;;73;84;11;2020-04-13;;S
003096;202512;2;27,8993;17,8575;22,8784;Auto;;73;84;11;2020-04-13;;S
003096;202601;5;17,9865;2,0123;13,99996;Auto;;73;84;11;2020-04-13;;S
003096;202602;3;13,9999;6,9455;11,64843333;Auto;;73;84;11;2020-04-13;;S
003096;202603;6;14,286;2;9,7657;Auto;;73;84;11;2020-04-13;;S
003096;202604;1;12,05;12,05;12,05;Auto;;73;84;11;2020-04-13;;S
003097;202503;14;28,572;26,106;27,93885714;Auto;;73;84;11;2020-04-13;;S
003097;202504;13;27,3815;27,106;27,27553846;Auto;;73;84;11;2020-04-13;;S
003097;202505;9;26,191;26,191;26,191;Auto;;73;84;11;2020-04-13;;S
003097;202506;11;45,5294;25,0005;27,36145455;Auto;;73;84;11;2020-04-13;;S
003097;202507;10;23,81;15,2112;21,51542;Auto;;73;84;11;2020-04-13;;S
003097;202508;4;45,2187;10;25,114425;Auto;;73;84;11;2020-04-13;;S
003097;202509;9;21,429;12,109;19,23558889;Auto;;73;84;11;2020-04-13;;S
003097;202510;10;20,2385;20,0885;20,21689;Auto;;73;84;11;2020-04-13;;S
003097;202511;5;19,8959;4,0201;14,456;Auto;;73;84;11;2020-04-13;;S
003097;202512;1;17,8575;17,8575;17,8575;Auto;;73;84;11;2020-04-13;;S
003097;202601;4;16,667;16,667;16,667;Auto;;73;84;11;2020-04-13;;S
003097;202602;3;15,4765;15,4765;15,4765;Auto;;73;84;11;2020-04-13;;S
003097;202603;2;14,286;14,286;14,286;Auto;;73;84;11;2020-04-13;;S
003097;202604;1;13,0955;13,0955;13,0955;Auto;;73;84;11;2020-04-13;;S
003098;202503;13;28,572;28;28,4764;Auto;;73;84;11;2020-04-13;;S
003098;202504;10;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-13;;S
003098;202505;7;27,5345;26,191;26,38292857;Auto;;73;84;11;2020-04-13;;S
003098;202506;14;25,0005;12,9302;24,08710714;Auto;;73;84;11;2020-04-13;;S
003098;202507;8;23,81;15,1111;22,385275;Auto;;73;84;11;2020-04-13;;S
003098;202508;6;22,6195;7,3501;18,76896667;Auto;;73;84;11;2020-04-13;;S
003098;202509;10;37,4604;10;19,60344;Auto;;73;84;11;2020-04-13;;S
003098;202510;8;20,2385;7,4355;17,3545375;Auto;;73;84;11;2020-04-13;;S
003098;202511;4;18,2994;10,268;15,46585;Auto;;73;84;11;2020-04-13;;S
003098;202512;3;17,85;9;14,34226667;Auto;;73;84;11;2020-04-13;;S
003098;202601;5;16,667;16;16,5336;Auto;;73;84;11;2020-04-13;;S
003098;202602;3;15,4765;15,4765;15,4765;Auto;;73;84;11;2020-04-13;;S
003098;202603;2;17,1203;14,286;15,70315;Auto;;73;84;11;2020-04-13;;S
003099;202503;10;28,572;25,5977;27,49298;Auto;;73;84;11;2020-04-20;;S
003099;202504;12;33,2019;27,3815;27,86653333;Auto;;73;84;11;2020-04-20;;S
003099;202505;8;26,191;26,191;26,191;Auto;;73;84;11;2020-04-20;;S
003099;202506;8;25,0005;25,0005;25,0005;Auto;;73;84;11;2020-04-20;;S
003099;202507;12;26,6421;23,81;24,04600833;Auto;;73;84;11;2020-04-20;;S
003099;202508;5;49,6361;14,1745;25,81214;Auto;;73;84;11;2020-04-20;;S
003099;202509;10;21,429;8,5598;14,42756;Auto;;73;84;11;2020-04-20;;S
003099;202510;13;21,2412;3,91;17,13371538;Auto;;73;84;11;2020-04-20;;S
003099;202511;3;19,048;5,6566;14,14053333;Auto;;73;84;11;2020-04-20;;S
003099;202512;5;27,8993;6,894;15,77342;Auto;;73;84;11;2020-04-20;;S
003099;202601;4;16,667;5;13,75025;Auto;;73;84;11;2020-04-20;;S
003099;202602;2;15,4765;13,7502;14,61335;Auto;;73;84;11;2020-04-20;;S
003099;202603;4;21,8929;9,7349;15,049775;Auto;;73;84;11;2020-04-20;;S
003099;202604;1;14,2531;14,2531;14,2531;Auto;;73;84;11;2020-04-20;;S
003100;202503;1;20,5479;20,5479;20,5479;Auto;;73;84;11;2020-04-20;;S
003100;202504;1;20,3093;20,3093;20,3093;Auto;;73;84;11;2020-04-20;;S
003100;202505;2;21;15,0001;18,00005;Auto;;73;84;11;2020-04-20;;S
003100;202506;6;25,0005;3,7135;20,80631667;Auto;;73;84;11;2020-04-20;;S
003100;202507;1;21,1239;21,1239;21,1239;Auto;;73;84;11;2020-04-20;;S
003100;202508;1;22,6195;22,6195;22,6195;Auto;;73;84;11;2020-04-20;;S
003100;202509;1;6,0559;6,0559;6,0559;Auto;;73;84;11;2020-04-20;;S
003100;202510;1;20,2385;20,2385;20,2385;Auto;;73;84;11;2020-04-20;;S
003100;202511;1;19,048;19,048;19,048;Auto;;73;84;11;2020-04-20;;S
003100;202601;2;18,4979;3,9364;11,21715;Auto;;73;84;11;2020-04-20;;S
003101;202503;10;30,4641;28,572;28,76121;Auto;;73;84;11;2020-04-20;;S
003101;202504;8;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-20;;S
003101;202505;8;26,191;26,191;26,191;Auto;;73;84;11;2020-04-20;;S
003101;202506;9;25,0005;25,0005;25,0005;Auto;;73;84;11;2020-04-20;;S
003101;202507;10;25,0465;23,81;23,93365;Auto;;73;84;11;2020-04-20;;S
003101;202508;8;22,6195;7,5212;19,244275;Auto;;73;84;11;2020-04-20;;S
003101;202509;10;24,9146;21;21,73466;Auto;;73;84;11;2020-04-20;;S
003101;202510;8;23,91;20,2385;20,885025;Auto;;73;84;11;2020-04-20;;S
003101;202511;6;19,048;7;12,99493333;Auto;;73;84;11;2020-04-20;;S
003101;202512;2;17,7728;6,505;12,1389;Auto;;73;84;11;2020-04-20;;S
003101;202601;8;20,4014;2,8433;12,687525;Auto;;73;84;11;2020-04-20;;S
003101;202602;4;15,4765;12,6875;13,51835;Auto;;73;84;11;2020-04-20;;S
003101;202603;4;21,8931;4,6298;13,202225;Auto;;73;84;11;2020-04-20;;S
003101;202604;3;14,2531;13,0955;13,702;Auto;;73;84;11;2020-04-20;;S
003102;202503;13;28,572;28,3327;28,51677692;Auto;;73;84;11;2020-04-20;;S
003102;202504;9;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-20;;S
003102;202505;8;38,1698;26;27,664475;Auto;;73;84;11;2020-04-20;;S
003102;202506;10;25,0005;12,9302;23,49332;Auto;;73;84;11;2020-04-20;;S
003102;202507;7;23,81;15,1222;22,32777143;Auto;;73;84;11;2020-04-20;;S
003102;202508;5;32,9699;22,6195;24,68958;Auto;;73;84;11;2020-04-20;;S
003102;202509;9;21,429;6,7601;15,94178889;Auto;;73;84;11;2020-04-20;;S
003102;202510;10;20,2385;7,8248;18,99713;Auto;;73;84;11;2020-04-20;;S
003102;202511;2;10,268;5,4728;7,8704;Auto;;73;84;11;2020-04-20;;S
003102;202512;1;21,4604;21,4604;21,4604;Auto;;73;84;11;2020-04-20;;S
003102;202601;5;16,667;2;13,7336;Auto;;73;84;11;2020-04-20;;S
003102;202602;4;15,4765;12,975;14,4154;Auto;;73;84;11;2020-04-20;;S
003102;202603;3;21,9369;14,286;17,77203333;Auto;;73;84;11;2020-04-20;;S
003102;202604;1;10,7867;10,7867;10,7867;Auto;;73;84;11;2020-04-20;;S
003103;202503;10;28,572;26,2297;26,84594;Auto;;73;84;11;2020-04-20;;S
003103;202504;9;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-20;;S
003103;202505;8;26,191;26,191;26,191;Auto;;73;84;11;2020-04-20;;S
003103;202506;9;25,0005;25,0005;25,0005;Auto;;73;84;11;2020-04-20;;S
003103;202507;8;23,81;14,2791;21,4278875;Auto;;73;84;11;2020-04-20;;S
003103;202508;7;24,2277;14,4669;21,10767143;Auto;;73;84;11;2020-04-20;;S
003103;202509;10;21,429;10;18,48698;Auto;;73;84;11;2020-04-20;;S
003103;202510;9;20,2385;4,3508;17,30908889;Auto;;73;84;11;2020-04-20;;S
003103;202511;3;19,048;18,7848;18,95546667;Auto;;73;84;11;2020-04-20;;S
003103;202512;1;17,8575;17,8575;17,8575;Auto;;73;84;11;2020-04-20;;S
003103;202601;4;16,667;8,2892;14,57255;Auto;;73;84;11;2020-04-20;;S
003103;202602;9;15,4765;13,9846;14,88037778;Auto;;73;84;11;2020-04-20;;S
003103;202603;1;14,2859;14,2859;14,2859;Auto;;73;84;11;2020-04-20;;S
003103;202604;1;5,5;5,5;5,5;Auto;;73;84;11;2020-04-20;;S
003104;202503;13;28,572;28,572;28,572;Auto;;73;84;11;2020-04-20;;S
003104;202504;11;29,7905;27,3815;27,6005;Auto;;73;84;11;2020-04-20;;S
003104;202505;8;26,191;23;25,792125;Auto;;73;84;11;2020-04-20;;S
003104;202506;9;25,0005;25,0005;25,0005;Auto;;73;84;11;2020-04-20;;S
003104;202507;7;25,0328;23,81;23,98468571;Auto;;73;84;11;2020-04-20;;S
003104;202508;5;22,6195;4,7483;19,04526;Auto;;73;84;11;2020-04-20;;S
003104;202509;12;27,7907;9,9999;17,15023333;Auto;;73;84;11;2020-04-20;;S
003104;202510;8;20,2385;12,5009;18,556375;Auto;;73;84;11;2020-04-20;;S
003104;202511;5;20,0278;3;12,29026;Auto;;73;84;11;2020-04-20;;S
003104;202512;1;17,8575;17,8575;17,8575;Auto;;73;84;11;2020-04-20;;S
003104;202601;4;16,667;16,667;16,667;Auto;;73;84;11;2020-04-20;;S
003104;202602;6;15,4765;6,9126;12,55843333;Auto;;73;84;11;2020-04-20;;S
003104;202603;1;21,893;21,893;21,893;Auto;;73;84;11;2020-04-20;;S
003105;202503;14;28,572;28;28,29077857;Auto;;73;84;11;2020-04-20;;S
003105;202504;11;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-20;;S
003105;202505;8;26,191;23;25,7921;Auto;;73;84;11;2020-04-20;;S
003105;202506;9;45,5294;14,5317;24,75958;Auto;;73;84;11;2020-04-20;;S
003105;202507;7;23,81;12,1222;19,13284286;Auto;;73;84;11;2020-04-20;;S
003105;202508;7;22,6195;4,1687;17,50234286;Auto;;73;84;11;2020-04-20;;S
003105;202509;9;21,429;10;17,23833333;Auto;;73;84;11;2020-04-20;;S
003105;202510;7;20,2385;6,4522;18,26902857;Auto;;73;84;11;2020-04-20;;S
003105;202511;3;23,4119;14,8092;18,4852;Auto;;73;84;11;2020-04-20;;S
003105;202512;3;17,8575;6,1054;13,6543;Auto;;73;84;11;2020-04-20;;S
003105;202601;3;16,667;13,6543;14,65853333;Auto;;73;84;11;2020-04-20;;S
003105;202602;4;16,2603;14,6585;15,26345;Auto;;73;84;11;2020-04-20;;S
003105;202603;2;21,937;14,286;18,1115;Auto;;73;84;11;2020-04-20;;S
003105;202604;1;13,0955;13,0955;13,0955;Auto;;73;84;11;2020-04-20;;S
003106;202503;1;14,8565;14,8565;14,8565;Auto;;73;84;11;2020-04-22;;N
003106;202504;1;34,2244;34,2244;34,2244;Auto;;73;84;11;2020-04-22;;N
003106;202505;1;17,3373;17,3373;17,3373;Auto;;73;84;11;2020-04-22;;N
003106;202506;1;13,1124;13,1124;13,1124;Auto;;73;84;11;2020-04-22;;N
003106;202508;2;17,0956;8,6659;12,88075;Auto;;73;84;11;2020-04-22;;N
003106;202510;1;19,1942;19,1942;19,1942;Auto;;73;84;11;2020-04-22;;N
003106;202512;1;7,4278;7,4278;7,4278;Auto;;73;84;11;2020-04-22;;N
003107;202503;10;28,572;28,572;28,572;Auto;;73;84;11;2020-04-22;;S
003107;202504;8;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-22;;S
003107;202505;8;26,191;26,191;26,191;Auto;;73;84;11;2020-04-22;;S
003107;202506;9;26,2759;18,8338;24,23468889;Auto;;73;84;11;2020-04-22;;S
003107;202507;7;28,5088;14,284;23,1204;Auto;;73;84;11;2020-04-22;;S
003107;202508;6;24,2311;16;21,78485;Auto;;73;84;11;2020-04-22;;S
003107;202509;9;21,429;10;17,57174444;Auto;;73;84;11;2020-04-22;;S
003107;202510;9;20,2385;11,38;18,51233333;Auto;;73;84;11;2020-04-22;;S
003107;202511;1;14,6894;14,6894;14,6894;Auto;;73;84;11;2020-04-22;;S
003107;202512;2;17,5604;14,0688;15,8146;Auto;;73;84;11;2020-04-22;;S
003107;202601;2;15,8146;15,8146;15,8146;Auto;;73;84;11;2020-04-22;;S
003107;202602;4;17,0145;15,4765;15,861;Auto;;73;84;11;2020-04-22;;S
003108;202503;10;40,5678;28,572;29,77158;Auto;;73;84;11;2020-04-22;;S
003108;202504;9;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-22;;S
003108;202505;9;26,191;26,191;26,191;Auto;;73;84;11;2020-04-22;;S
003108;202506;9;26,2845;25,0005;25,14316667;Auto;;73;84;11;2020-04-22;;S
003108;202507;9;23,81;22,2215;23,5435;Auto;;73;84;11;2020-04-22;;S
003108;202508;5;27,084;14,3073;21,84996;Auto;;73;84;11;2020-04-22;;S
003108;202509;13;21,429;10;17,67085385;Auto;;73;84;11;2020-04-22;;S
003108;202510;8;20,2385;11,3935;19,132875;Auto;;73;84;11;2020-04-22;;S
003108;202511;3;18,7376;10,0387;13,1971;Auto;;73;84;11;2020-04-22;;S
003108;202601;7;17,9861;5,3034;13,6087;Auto;;73;84;11;2020-04-22;;S
003108;202602;3;13,6087;10,0058;12,40773333;Auto;;73;84;11;2020-04-22;;S
003108;202603;2;14,8794;14,0616;14,4705;Auto;;73;84;11;2020-04-22;;S
003108;202604;1;13,0509;13,0509;13,0509;Auto;;73;84;11;2020-04-22;;S
003109;202503;10;28,572;24,7564;26,72968;Auto;;73;84;11;2020-04-22;;S
003109;202504;11;27,3815;27,3815;27,3815;Auto;;73;84;11;2020-04-22;;S
003109;202505;9;26,191;26,191;26,191;Auto;;73;84;11;2020-04-22;;S
003109;202506;9;25,0005;25,0005;25,0005;Auto;;73;84;11;2020-04-22;;S
003109;202507;8;27,0341;23,81;24,89597778;Auto;;73;84;11;2020-04-22;;S
003109;202508;7;23,4995;5,5479;18,41512857;Auto;;73;84;11;2020-04-22;;S
003109;202509;9;21,429;10;16,86293333;Auto;;73;84;11;2020-04-22;;S
003109;202510;8;20,2385;20;20,2086875;Auto;;73;84;11;2020-04-22;;S
003109;202511;2;34,6761;18,4309;26,5535;Auto;;73;84;11;2020-04-22;;S
003109;202512;2;19,2166;16;17,6083;Auto;;73;84;11;2020-04-22;;S
003109;202601;6;19,8084;16,667;17,19056667;Auto;;73;84;11;2020-04-22;;S
003109;202602;1;15,4765;15,4765;15,4765;Auto;;73;84;11;2020-04-22;;S
003109;202603;2;13,8865;8,4328;11,15965;Auto;;73;84;11;2020-04-22;;S
003109;202604;2;13,09;1,5557;7,32285;Auto;;73;84;11;2020-04-22;;S
003110;202504;1;16;16;16;Auto;;72;84;12;2020-05-15;;S
003110;202505;7;27,3815;21,6666;24,06134286;Auto;;72;84;12;2020-05-15;;S
003110;202506;6;26,191;22,5;23,83025;Auto;;72;84;12;2020-05-15;;S
003110;202507;1;25,0005;25,0005;25,0005;Auto;;72;84;12;2020-05-15;;S
003110;202508;3;23,81;23,81;23,81;Auto;;72;84;12;2020-05-15;;S
003110;202509;1;20;20;20;Auto;;72;84;12;2020-05-15;;S
003110;202510;1;21,429;21,429;21,429;Auto;;72;84;12;2020-05-15;;S
003110;202512;1;19,8087;19,8087;19,8087;Auto;;72;84;12;2020-05-15;;S
003110;202603;1;15,4763;15,4763;15,4763;Auto;;72;84;12;2020-05-15;;S
003113;202503;13;29,7625;28;29,46619231;Auto;;72;84;12;2020-05-15;;S
003113;202504;13;30,0088;28,572;28,68252308;Auto;;72;84;12;2020-05-15;;S
003113;202505;10;28,9478;27,3815;27,64931;Auto;;72;84;12;2020-05-15;;S
003113;202506;12;27,6887;26,1903;26,42503333;Auto;;72;84;12;2020-05-15;;S
003113;202507;12;25,0005;25;25,00045833;Auto;;72;84;12;2020-05-15;;S
003113;202508;5;23,81;11,6111;21,17202;Auto;;72;84;12;2020-05-15;;S
003113;202509;9;22,6195;2,9007;18,56117778;Auto;;72;84;12;2020-05-15;;S
003113;202510;8;21,429;21,4288;21,428975;Auto;;72;84;12;2020-05-15;;S
003113;202511;5;20,2385;2,3999;16,66256;Auto;;72;84;12;2020-05-15;;S
003113;202512;2;19,048;19,048;19,048;Auto;;72;84;12;2020-05-15;;S
003113;202601;7;18,7502;3,8084;15,94875714;Auto;;72;84;12;2020-05-15;;S
003113;202602;6;16,667;15,9487;16,42701667;Auto;;72;84;12;2020-05-15;;S
003113;202603;2;16,2725;15,4765;15,8745;Auto;;72;84;12;2020-05-15;;S
003113;202604;1;14,286;14,286;14,286;Auto;;72;84;12;2020-05-15;;S
003114;202503;11;29,7625;29,7474;29,76112727;Auto;;72;84;12;2020-05-15;;S
003114;202504;8;31,3668;28,572;28,92135;Auto;;72;84;12;2020-05-15;;S
003114;202505;9;27,3815;27,3815;27,3815;Auto;;72;84;12;2020-05-15;;S
003114;202506;10;26,191;26,191;26,191;Auto;;72;84;12;2020-05-15;;S
003114;202507;12;25,0005;25,0005;25,0005;Auto;;72;84;12;2020-05-15;;S
003114;202508;7;23,81;2,9756;15,91568571;Auto;;72;84;12;2020-05-15;;S
003114;202509;6;22,6195;22,6195;22,6195;Auto;;72;84;12;2020-05-15;;S
003114;202510;5;21,429;20,9875;21,3407;Auto;;72;84;12;2020-05-15;;S
003114;202511;4;26,8327;2,15;17,364925;Auto;;72;84;12;2020-05-15;;S
003114;202512;4;14,4808;5,7401;10,126025;Auto;;72;84;12;2020-05-15;;S
003114;202601;1;17,4242;17,4242;17,4242;Auto;;72;84;12;2020-05-15;;S
003114;202602;4;16,667;8,1689;14,542475;Auto;;72;84;12;2020-05-15;;S
003114;202603;2;23,3977;15;19,19885;Auto;;72;84;12;2020-05-15;;S
003114;202604;1;10;10;10;Auto;;72;84;12;2020-05-15;;S
003115;202503;1;29,7625;29,7625;29,7625;Auto;;72;84;12;2020-05-15;;S
003115;202504;4;20;8,5491;15,387275;Auto;;72;84;12;2020-05-15;;S
003115;202505;6;27,3815;25,1896;26,28555;Auto;;72;84;12;2020-05-15;;S
003115;202506;3;26,191;26,191;26,191;Auto;;72;84;12;2020-05-15;;S
003115;202507;5;25,0005;24,1313;24,82666;Auto;;72;84;12;2020-05-15;;S
003115;202508;4;23,81;3;18,6075;Auto;;72;84;12;2020-05-15;;S
003115;202510;1;21,429;21,429;21,429;Auto;;72;84;12;2020-05-15;;S
003115;202511;2;19,2542;8,8346;14,0444;Auto;;72;84;12;2020-05-15;;S
003115;202601;1;17,8575;17,8575;17,8575;Auto;;72;84;12;2020-05-15;;S
003116;202503;1;12,3502;12,3502;12,3502;Auto;;72;84;12;2020-05-15;;S
003116;202504;4;22,757;4,1519;15,3729;Auto;;72;84;12;2020-05-15;;S
003116;202505;2;15,001;15,001;15,001;Auto;;72;84;12;2020-05-15;;S
003116;202506;3;18,1202;18,1202;18,1202;Auto;;72;84;12;2020-05-15;;S
003116;202507;1;12,3765;12,3765;12,3765;Auto;;72;84;12;2020-05-15;;S
003116;202508;3;20,1232;20,1232;20,1232;Auto;;72;84;12;2020-05-15;;S
003116;202509;1;20,1581;20,1581;20,1581;Auto;;72;84;12;2020-05-15;;S
003116;202510;1;21,1581;21,1581;21,1581;Auto;;72;84;12;2020-05-15;;S
003117;202503;4;29,7625;11,1282;20,305025;Auto;;72;84;12;2020-05-15;;S
003117;202504;2;19,8294;19,8294;19,8294;Auto;;72;84;12;2020-05-15;;S
